AGS_final,risk,lisa_I,lisa_p,lisa_class
01057008,1.2667282858517943e-4,0.10191813779931425,0.5218577524877679,Not significant
01057002,0,0.10245161189946368,0.5217313917422486,Not significant
01057010,0,0.09341346298226914,0.5590984185417442,Not significant
01057011,0,0.10245161189946368,0.5217313917422486,Not significant
01057023,0,0.10245161189946368,0.5217313917422486,Not significant
01057031,0,0.10245161189946368,0.5217313917422486,Not significant
01057033,0,0.10245161189946368,0.5217313917422486,Not significant
01057037,0,0.10245161189946368,0.5217313917422486,Not significant
01057054,0,0.10245161189946368,0.5217313917422486,Not significant
01057086,0,0.10245161189946368,0.5217313917422486,Not significant
01057024,0,0.1023259271316734,0.5222420734450539,Not significant
01057068,0,0.10245161189946368,0.5217313917422486,Not significant
01057069,0,0.10245161189946368,0.5217313917422486,Not significant
01057071,0,0.10245161189946368,0.5217313917422486,Not significant
01057083,0,0.09310807091605211,0.5603833649446706,Not significant
01057085,0,0.10245161189946368,0.5217313917422486,Not significant
01058005,0,0.10245161189946368,0.5217313917422486,Not significant
01058034,0,0.10245161189946368,0.5217313917422486,Not significant
01058092,0,0.10245161189946368,0.5217313917422486,Not significant
01058135,0,0.1013394267464904,0.5262593201572295,Not significant
01058169,0,0.0660857918540155,0.6793461899478035,Not significant
01058001,0,0.10245161189946368,0.5217313917422486,Not significant
01058028,0,0.10245161189946368,0.5217313917422486,Not significant
01058050,0,0.10245161189946368,0.5217313917422486,Not significant
01058093,0,0.10245161189946368,0.5217313917422486,Not significant
01058104,0,0.10245161189946368,0.5217313917422486,Not significant
01058126,0,0.10245161189946368,0.5217313917422486,Not significant
01058130,0,0.10245161189946368,0.5217313917422486,Not significant
01058171,0,0.10245161189946368,0.5217313917422486,Not significant
01058051,0,0.10245161189946368,0.5217313917422486,Not significant
01058058,0,0.10245161189946368,0.5217313917422486,Not significant
01058096,0,0.10245161189946368,0.5217313917422486,Not significant
01058110,0,0.10245161189946368,0.5217313917422486,Not significant
01058112,0,0.10245161189946368,0.5217313917422486,Not significant
01058121,0,0.10245161189946368,0.5217313917422486,Not significant
01058142,0,0.10245161189946368,0.5217313917422486,Not significant
01058165,0,0.10245161189946368,0.5217313917422486,Not significant
01058136,0,0.10245161189946368,0.5217313917422486,Not significant
01058029,0.0017616005725118247,0.06674113682624609,0.6541610661299926,Not significant
