AGS,mun_name,return_period,rp_label,flood_area_m2_obs,flood_share_obs,flood_area_m2_adj,flood_share_adj,normalized_share,exposure_curve_type,monotone_adjustment_applied,low_signal_flag
14521150,Drebach,20,RP20,802914.5623635487,0.02435349633301854,802914.5623635486,0.02435349633301854,0.9304006794901082,early exposure,FALSE,FALSE
14521150,Drebach,50,RP50,823119.8601926013,0.0249663506386359,823119.8601926011,0.0249663506386359,0.9538141579729391,early exposure,FALSE,FALSE
14521150,Drebach,100,RP100,823119.8601926013,0.0249663506386359,823119.8601926011,0.0249663506386359,0.9538141579729391,early exposure,FALSE,FALSE
14521150,Drebach,200,RP200,823119.8601926013,0.0249663506386359,823119.8601926011,0.0249663506386359,0.9538141579729391,early exposure,FALSE,FALSE
14521150,Drebach,500,RP500,862977.188283626,0.02617527788819447,862977.1882836259,0.02617527788819447,1,early exposure,FALSE,FALSE
15083245,"Gröningen, Stadt",10,RP10,7215822.24991054,0.12078598616331504,7215822.249910539,0.12078598616331504,0.8015071832464478,early exposure,FALSE,FALSE
15083245,"Gröningen, Stadt",20,RP20,7804376.073283299,0.130637816142518,7804376.073283299,0.130637816142518,0.8668815925407284,early exposure,FALSE,FALSE
15083245,"Gröningen, Stadt",50,RP50,8368362.93684248,0.14007841863227516,8368362.936842479,0.14007841863227516,0.9295271936577628,early exposure,FALSE,FALSE
15083245,"Gröningen, Stadt",100,RP100,8416559.904610204,0.14088518993016547,8416559.904610204,0.14088518993016547,0.9348807368214691,early exposure,FALSE,FALSE
15083245,"Gröningen, Stadt",200,RP200,8721118.202846523,0.14598320553014105,8721118.202846523,0.14598320553014105,0.9687099603388236,early exposure,FALSE,FALSE
15083245,"Gröningen, Stadt",500,RP500,9002816.694272613,0.1506985697546465,9002816.694272613,0.1506985697546465,1,early exposure,FALSE,FALSE
14628330,Reinhardtsdorf-Schöna,10,RP10,459822.260527881,0.01450271530048105,459822.260527881,0.01450271530048105,0.9257758624457794,early exposure,FALSE,TRUE
14628330,Reinhardtsdorf-Schöna,20,RP20,486713.767481299,0.01535086882157984,486713.76748129894,0.01535086882157984,0.9799174518801118,early exposure,FALSE,TRUE
14628330,Reinhardtsdorf-Schöna,50,RP50,486713.767481299,0.01535086882157984,486713.76748129894,0.01535086882157984,0.9799174518801118,early exposure,FALSE,TRUE
14628330,Reinhardtsdorf-Schöna,100,RP100,486713.767481299,0.01535086882157984,486713.76748129894,0.01535086882157984,0.9799174518801118,early exposure,FALSE,TRUE
14628330,Reinhardtsdorf-Schöna,200,RP200,486713.767481299,0.01535086882157984,486713.76748129894,0.01535086882157984,0.9799174518801118,early exposure,FALSE,TRUE
14628330,Reinhardtsdorf-Schöna,500,RP500,496688.538965674,0.01566547140488926,496688.53896567406,0.01566547140488926,1,early exposure,FALSE,TRUE
13076067,Karenz,10,RP10,0,0,0,0,0,early exposure,FALSE,FALSE
13076067,Karenz,20,RP20,103410.14701981976,0.01509657928283289,103410.1470198197,0.01509657928283289,0.10624423667139508,early exposure,FALSE,FALSE
13076067,Karenz,50,RP50,170111.93714269827,0.02483420070507029,170111.93714269824,0.02483420070507029,0.1747740761547737,early exposure,FALSE,FALSE
13076067,Karenz,100,RP100,642898.4866357532,0.0938550834131369,642898.4866357532,0.0938550834131369,0.6605179562961013,early exposure,FALSE,FALSE
13076067,Karenz,200,RP200,913858.7167009292,0.1334118649627228,913858.7167009292,0.1334118649627228,0.9389042040795291,early exposure,FALSE,FALSE
13076067,Karenz,500,RP500,973324.768096918,0.14209315964615946,973324.7680969181,0.14209315964615946,1,early exposure,FALSE,FALSE
16076093,Mohlsdorf-Teichwolframsdorf,10,RP10,131570.06012720842,0.00257356679703016,131570.06012720795,0.00257356679703016,0.31329505343974967,early exposure,FALSE,TRUE
16076093,Mohlsdorf-Teichwolframsdorf,20,RP20,330506.5378451049,0.00646484961074862,330506.53784510447,0.00646484961074862,0.7870032387022973,early exposure,FALSE,TRUE
16076093,Mohlsdorf-Teichwolframsdorf,50,RP50,398421.02461911464,0.00779328609569017,398421.02461911464,0.00779328609569017,0.9487214346400726,early exposure,FALSE,TRUE
16076093,Mohlsdorf-Teichwolframsdorf,100,RP100,419955.7531555809,0.00821451462056067,419955.7531555806,0.00821451462056067,1,early exposure,FALSE,TRUE
16076093,Mohlsdorf-Teichwolframsdorf,200,RP200,419955.7531555809,0.00821451462056067,419955.7531555806,0.00821451462056067,1,early exposure,FALSE,TRUE
16076093,Mohlsdorf-Teichwolframsdorf,500,RP500,419955.7531555809,0.00821451462056067,419955.7531555806,0.00821451462056067,1,early exposure,FALSE,TRUE
16076094,094,10,RP10,2964858.871172979,0.04709062973390127,2964858.8711729785,0.04709062973390127,0.7459628100269228,early exposure,FALSE,FALSE
16076094,094,20,RP20,3138699.455222898,0.04985172661301889,3138699.455222898,0.04985172661301889,0.7897013541564432,early exposure,FALSE,FALSE
16076094,094,50,RP50,3664845.046945176,0.05820845734540478,3664845.046945176,0.05820845734540478,0.9220803513156404,early exposure,FALSE,FALSE
16076094,094,100,RP100,3733275.0167839574,0.05929532539288969,3733275.0167839574,0.05929532539288969,0.9392974313889322,early exposure,FALSE,FALSE
16076094,094,200,RP200,3823238.6749870824,0.06072421138781549,3823238.674987082,0.06072421138781549,0.961932418816497,early exposure,FALSE,FALSE
16076094,094,500,RP500,3974539.791153896,0.063127315599288,3974539.7911538957,0.063127315599288,1,early exposure,FALSE,FALSE
13076069,Karstädt,10,RP10,0,0,0,0,0,delayed jump,FALSE,TRUE
13076069,Karstädt,20,RP20,0,0,0,0,0,delayed jump,FALSE,TRUE
13076069,Karstädt,50,RP50,0,0,0,0,0,delayed jump,FALSE,TRUE
13076069,Karstädt,100,RP100,2784.3639919950692,1.4119379359222705e-4,2784.3639919950692,1.4119379359222705e-4,0.024900430159759762,delayed jump,FALSE,TRUE
13076069,Karstädt,200,RP200,65701.67284174523,0.00333170104934248,65701.67284174511,0.00333170104934248,0.5875668269948507,delayed jump,FALSE,TRUE
13076069,Karstädt,500,RP500,111819.9153239823,0.00567033551976153,111819.9153239822,0.00567033551976153,1,delayed jump,FALSE,TRUE
15084130,Elsteraue,10,RP10,6854240.007113347,0.08520166347934406,6854240.007113348,0.08520166347934406,0.7479390351064973,early exposure,FALSE,FALSE
15084130,Elsteraue,20,RP20,7604675.131896122,0.09452995091871973,7604675.131896123,0.09452995091871973,0.8298269938820224,early exposure,FALSE,FALSE
